Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Expected_ROI,ROI_Deviation
166196,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,0.25,5513.0,4.16,Los Angeles,Mandarin,644,7119,8,Foodies,1/5/2021,16.519676411784644,-12.359676411784644
166229,TechCorp,Email,Women 25-34,60 days,Facebook,0.17,7075.0,3.14,New York,English,479,3271,10,Tech Enthusiasts,3/6/2021,16.090631812397305,-12.950631812397305
166404,DataTech Solutions,Social Media,Women 25-34,30 days,Instagram,0.24,6681.0,3.8,Chicago,English,175,8039,10,Fashionistas,25-11-2021,17.039547982743738,-13.239547982743737
166636,Alpha Innovations,Social Media,Women 25-34,15 days,YouTube,0.23,6300.0,2.89,Miami,Spanish,367,2430,8,Foodies,15-07-2021,14.45602794574107,-11.56602794574107
166848,NexGen Systems,Influencer,Women 25-34,45 days,Website,0.2,7284.0,2.5,Miami,Spanish,760,7391,10,Outdoor Adventurers,12/2/2021,15.62894289850507,-13.12894289850507
166862,TechCorp,Influencer,Women 25-34,30 days,YouTube,0.25,6611.0,3.76,Houston,Mandarin,871,6485,9,Health & Wellness,26-02-2021,15.497972782550272,-11.737972782550273
166971,Alpha Innovations,Search,Women 25-34,45 days,YouTube,0.15,5563.0,2.78,Houston,English,549,8127,7,Fashionistas,15-06-2021,14.324798499172687,-11.544798499172687
167103,Alpha Innovations,Search,Women 25-34,45 days,Website,0.15,7564.0,3.68,New York,German,285,9350,10,Foodies,25-10-2021,15.050399269263739,-11.37039926926374
167432,NexGen Systems,Influencer,Women 25-34,15 days,Google Ads,0.15,5090.0,5.22,New York,Spanish,529,3781,9,Health & Wellness,19-09-2021,20.129095887119814,-14.909095887119815
167712,DataTech Solutions,Email,Women 25-34,15 days,Facebook,0.19,5348.0,4.14,Miami,English,781,3539,8,Foodies,26-06-2021,17.029352292103354,-12.889352292103354
168039,Alpha Innovations,Display,Women 25-34,45 days,Email,0.24,5296.0,3.39,Houston,Spanish,671,6148,7,Health & Wellness,19-05-2021,15.046989057948954,-11.656989057948953
168420,TechCorp,Email,Women 25-34,45 days,Instagram,0.22,5515.0,6.44,New York,German,616,4627,9,Foodies,4/6/2021,18.577896294730706,-12.137896294730705
168617,Alpha Innovations,Search,Women 25-34,45 days,Website,0.17,5065.0,2.44,Miami,English,412,5538,9,Health & Wellness,18-12-2021,20.228449766128303,-17.788449766128302
168942,Alpha Innovations,Search,Women 25-34,45 days,YouTube,0.22,6143.0,2.52,Miami,French,142,8617,10,Foodies,8/11/2021,18.531860666239773,-16.011860666239773
168967,Alpha Innovations,Display,Women 25-34,15 days,Website,0.17,6471.0,2.13,New York,Spanish,128,2076,8,Fashionistas,3/12/2021,14.074018862334839,-11.94401886233484
169119,TechCorp,Influencer,Women 25-34,30 days,Website,0.18,5010.0,3.09,New York,Spanish,457,6850,9,Tech Enthusiasts,4/5/2021,20.450518575936098,-17.360518575936098
169183,Innovate Industries,Display,Women 25-34,30 days,YouTube,0.18,5319.0,2.1,Houston,German,757,1805,9,Health & Wellness,7/7/2021,19.262473785568684,-17.162473785568682
169275,Innovate Industries,Influencer,Women 25-34,45 days,Instagram,0.25,5412.0,5.51,Chicago,German,273,8575,9,Foodies,7/10/2021,18.931466752668115,-13.421466752668115
169451,Innovate Industries,Search,Women 25-34,60 days,Google Ads,0.17,5550.0,4.29,Houston,German,232,6171,10,Tech Enthusiasts,1/4/2021,20.5119315446326,-16.2219315446326
169540,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.17,6349.0,3.72,Miami,English,325,5084,9,Tech Enthusiasts,29-06-2021,16.137517414622753,-12.417517414622752
169623,Alpha Innovations,Influencer,Women 25-34,60 days,Google Ads,0.18,5021.0,6.96,Houston,German,270,5224,9,Fashionistas,20-09-2021,20.405715607536315,-13.445715607536314
169712,Innovate Industries,Influencer,Women 25-34,60 days,Facebook,0.25,6025.0,3.51,New York,Mandarin,594,7887,9,Outdoor Adventurers,18-12-2021,17.00532747974105,-13.495327479741052
169758,Innovate Industries,Influencer,Women 25-34,30 days,Website,0.23,5959.0,3.28,Chicago,French,739,5325,10,Outdoor Adventurers,2/2/2021,19.10408123388336,-15.82408123388336
169845,DataTech Solutions,Email,Women 25-34,30 days,Google Ads,0.24,6053.0,3.15,Miami,English,712,7665,10,Health & Wellness,30-04-2021,18.807404604776295,-15.657404604776294
169956,Alpha Innovations,Display,Women 25-34,15 days,Email,0.23,5336.0,5.53,Houston,Spanish,856,4138,8,Outdoor Adventurers,19-08-2021,17.06764918631348,-11.53764918631348
170056,DataTech Solutions,Display,Women 25-34,30 days,Instagram,0.2,5331.0,2.34,Houston,German,692,3231,7,Fashionistas,27-11-2021,14.948199972031073,-12.608199972031073
170073,Alpha Innovations,Influencer,Women 25-34,15 days,Website,0.22,6561.0,4.95,Miami,Mandarin,987,9273,10,Health & Wellness,14-12-2021,17.351199523351763,-12.401199523351764
170081,Alpha Innovations,Social Media,Women 25-34,45 days,Instagram,0.21,6246.0,4.54,Miami,Mandarin,683,3315,9,Fashionistas,22-12-2021,16.40363401624077,-11.86363401624077
170189,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,0.2,5705.0,3.12,Los Angeles,German,420,2241,8,Health & Wellness,9/4/2021,15.963711841922654,-12.843711841922655
170229,TechCorp,Influencer,Women 25-34,60 days,Instagram,0.23,6783.0,3.14,New York,Spanish,503,8954,10,Fashionistas,19-05-2021,16.783314178491953,-13.643314178491952
170347,NexGen Systems,Email,Women 25-34,60 days,Instagram,0.23,5422.0,4.29,Los Angeles,German,500,4803,9,Tech Enthusiasts,14-09-2021,18.896550731361092,-14.606550731361093
170378,TechCorp,Display,Women 25-34,45 days,Google Ads,0.25,5009.0,7.11,Chicago,French,184,1393,9,Outdoor Adventurers,15-10-2021,20.45460133069272,-13.344601330692722
170550,DataTech Solutions,Social Media,Women 25-34,60 days,Website,0.16,5102.0,5.53,Los Angeles,Mandarin,388,3761,8,Tech Enthusiasts,5/4/2021,17.850446110969962,-12.32044611096996
170601,TechCorp,Social Media,Women 25-34,30 days,Facebook,0.21,7499.0,2.36,Los Angeles,English,163,1247,10,Health & Wellness,26-05-2021,15.180853456822367,-12.820853456822368
170618,DataTech Solutions,Search,Women 25-34,15 days,Facebook,0.22,5562.0,2.69,Los Angeles,German,645,7938,9,Outdoor Adventurers,12/6/2021,18.420909396878795,-15.730909396878795
170743,DataTech Solutions,Search,Women 25-34,15 days,Website,0.2,5380.0,7.97,Los Angeles,English,759,2151,10,Foodies,15-10-2021,21.160078080429543,-13.190078080429544
170909,Alpha Innovations,Social Media,Women 25-34,60 days,Email,0.2,5677.0,3.63,Chicago,German,751,4412,9,Fashionistas,30-03-2021,18.047753754701397,-14.417753754701398
170960,DataTech Solutions,Email,Women 25-34,30 days,YouTube,0.24,6279.0,2.04,Houston,French,777,4953,10,Health & Wellness,20-05-2021,18.130469831615056,-16.090469831615057
171162,TechCorp,Influencer,Women 25-34,15 days,Email,0.25,6289.0,2.09,Miami,English,804,1262,8,Fashionistas,8/12/2021,14.481312777574932,-12.391312777574932
171261,DataTech Solutions,Influencer,Women 25-34,60 days,Instagram,0.21,5506.0,6.58,New York,Mandarin,181,2222,10,Outdoor Adventurers,17-03-2021,20.675848178843246,-14.095848178843246
171263,Innovate Industries,Social Media,Women 25-34,15 days,YouTube,0.23,5565.0,4.46,Los Angeles,English,789,5836,9,Outdoor Adventurers,19-03-2021,18.41097898750042,-13.95097898750042
171504,TechCorp,Search,Women 25-34,60 days,Instagram,0.2,5854.0,2.16,Los Angeles,Mandarin,657,2789,7,Tech Enthusiasts,15-11-2021,13.612718491782996,-11.452718491782996
171676,TechCorp,Influencer,Women 25-34,45 days,Email,0.17,5152.0,3.42,Chicago,German,791,6711,10,Fashionistas,6/5/2021,22.096510107280846,-18.676510107280848
171720,Innovate Industries,Email,Women 25-34,60 days,Website,0.19,5416.0,2.7,Miami,Spanish,290,4159,10,Outdoor Adventurers,19-06-2021,21.01942763528636,-18.31942763528636
171873,Innovate Industries,Social Media,Women 25-34,60 days,Instagram,0.15,5606.0,2.93,New York,German,879,6907,9,Outdoor Adventurers,19-11-2021,18.276328588198332,-15.346328588198332
172142,Alpha Innovations,Social Media,Women 25-34,30 days,Google Ads,0.23,5406.0,4.75,Houston,English,197,1865,8,Fashionistas,15-08-2021,16.846647439542867,-12.096647439542867
172182,Innovate Industries,Search,Women 25-34,60 days,Website,0.21,7002.0,2.63,Houston,German,532,7331,10,Foodies,24-09-2021,16.25838618576277,-13.628386185762771
172570,NexGen Systems,Social Media,Women 25-34,15 days,Facebook,0.15,5200.0,6.77,Houston,Mandarin,706,8617,10,Outdoor Adventurers,17-10-2021,21.89254232167518,-15.12254232167518
172753,TechCorp,Display,Women 25-34,45 days,Email,0.24,5749.0,4.91,Los Angeles,French,838,7624,10,Outdoor Adventurers,18-04-2021,19.801916867752816,-14.891916867752816
173281,Alpha Innovations,Influencer,Women 25-34,30 days,Facebook,0.17,5306.0,6.86,Chicago,English,850,5156,10,Outdoor Adventurers,28-09-2021,21.455186594932325,-14.595186594932326
173597,Alpha Innovations,Search,Women 25-34,45 days,YouTube,0.23,5718.0,4.66,Miami,French,481,8049,10,Foodies,10/8/2021,19.909272485608767,-15.249272485608767
173685,DataTech Solutions,Social Media,Women 25-34,60 days,Email,0.15,6883.0,3.43,Miami,English,676,8209,10,Tech Enthusiasts,6/11/2021,16.539476982814314,-13.109476982814314
173688,Innovate Industries,Search,Women 25-34,45 days,Website,0.24,5726.0,3.06,Los Angeles,English,771,1262,9,Foodies,9/11/2021,17.893310874159944,-14.833310874159944
173792,NexGen Systems,Email,Women 25-34,60 days,Instagram,0.15,5697.0,7.08,Los Angeles,English,323,2673,10,Outdoor Adventurers,21-02-2021,19.98266106243829,-12.90266106243829
173849,Alpha Innovations,Search,Women 25-34,45 days,Email,0.16,5306.0,2.75,Los Angeles,Spanish,354,6320,10,Tech Enthusiasts,19-04-2021,21.455186594932325,-18.705186594932325
173986,Alpha Innovations,Social Media,Women 25-34,45 days,YouTube,0.23,6962.0,2.9,Houston,Spanish,561,4721,9,Fashionistas,3/9/2021,14.716618509830486,-11.816618509830485
174015,Innovate Industries,Social Media,Women 25-34,15 days,Google Ads,0.15,5578.0,4.27,Los Angeles,German,202,1201,9,Health & Wellness,2/10/2021,18.368070646367848,-14.098070646367848
174462,TechCorp,Social Media,Women 25-34,45 days,Google Ads,0.25,6822.0,3.24,Chicago,German,154,3970,9,Fashionistas,23-12-2021,15.018630616452631,-11.77863061645263
174540,Innovate Industries,Social Media,Women 25-34,15 days,YouTube,0.24,5830.0,2.63,New York,Mandarin,922,5427,9,Fashionistas,11/3/2021,17.574116306250403,-14.944116306250404
174655,Alpha Innovations,Email,Women 25-34,15 days,Email,0.19,5195.0,5.67,New York,Spanish,852,5730,8,Fashionistas,4/7/2021,17.530890482804377,-11.860890482804377
174799,Innovate Industries,Social Media,Women 25-34,45 days,Google Ads,0.23,7541.0,2.76,Los Angeles,English,620,2158,10,Foodies,25-11-2021,15.09630288724452,-12.33630288724452
174964,Alpha Innovations,Influencer,Women 25-34,15 days,Email,0.15,7075.0,3.58,Chicago,English,167,9395,10,Tech Enthusiasts,9/5/2021,16.090631812397305,-12.510631812397305
175005,TechCorp,Influencer,Women 25-34,60 days,Email,0.23,6529.0,2.66,Los Angeles,Spanish,691,2090,8,Foodies,19-06-2021,13.948993116582745,-11.288993116582745
175144,Innovate Industries,Influencer,Women 25-34,60 days,YouTube,0.17,5051.0,4.33,Miami,Spanish,359,1964,8,Health & Wellness,5/11/2021,18.030682252656653,-13.700682252656653
175273,TechCorp,Influencer,Women 25-34,15 days,Instagram,0.16,5840.0,5.64,Houston,Spanish,419,9927,9,Outdoor Adventurers,14-03-2021,17.544023641342438,-11.904023641342437
175415,TechCorp,Influencer,Women 25-34,60 days,Email,0.25,7580.0,2.86,Miami,Mandarin,547,7361,10,Tech Enthusiasts,3/8/2021,15.01863061645263,-12.15863061645263
175687,DataTech Solutions,Search,Women 25-34,45 days,Website,0.22,5244.0,3.41,Miami,Mandarin,533,5379,7,Health & Wellness,2/5/2021,15.196196424656303,-11.786196424656303
175822,NexGen Systems,Email,Women 25-34,45 days,YouTube,0.24,6406.0,2.07,Miami,German,224,2786,10,Tech Enthusiasts,14-09-2021,17.771030295459088,-15.701030295459088
175864,Alpha Innovations,Email,Women 25-34,15 days,Instagram,0.19,7539.0,3.32,New York,English,856,3730,10,Tech Enthusiasts,26-10-2021,15.100307742765741,-11.780307742765741
176127,TechCorp,Search,Women 25-34,45 days,Google Ads,0.17,5437.0,5.92,Houston,German,402,9092,10,Tech Enthusiasts,16-07-2021,20.93824169076898,-15.01824169076898
176258,TechCorp,Email,Women 25-34,45 days,Email,0.24,5235.0,6.38,Los Angeles,French,671,6712,9,Foodies,24-11-2021,19.571556459491852,-13.191556459491853
176428,DataTech Solutions,Social Media,Women 25-34,15 days,YouTube,0.16,6066.0,4.73,Houston,French,1000,2001,9,Outdoor Adventurers,13-05-2021,16.89038873482358,-12.16038873482358
176738,TechCorp,Display,Women 25-34,45 days,Website,0.25,5473.0,6.08,Houston,Mandarin,892,2623,9,Foodies,19-03-2021,18.720463743000153,-12.640463743000153
176825,NexGen Systems,Social Media,Women 25-34,45 days,YouTube,0.18,5668.0,5.41,Chicago,French,830,2258,9,Outdoor Adventurers,14-06-2021,18.076411091291433,-12.666411091291433
176899,Alpha Innovations,Social Media,Women 25-34,45 days,Google Ads,0.17,5595.0,2.53,Houston,English,530,4858,9,Fashionistas,27-08-2021,18.31226060150846,-15.78226060150846
176972,TechCorp,Email,Women 25-34,15 days,Google Ads,0.16,5740.0,5.61,Chicago,Spanish,560,5664,10,Health & Wellness,8/11/2021,19.832965169461833,-14.222965169461833
177007,NexGen Systems,Influencer,Women 25-34,30 days,Website,0.16,5916.0,6.01,Chicago,French,744,4774,10,Foodies,13-12-2021,19.242937808098535,-13.232937808098535
177015,DataTech Solutions,Email,Women 25-34,30 days,Facebook,0.16,7690.0,2.71,Los Angeles,English,996,7841,10,Outdoor Adventurers,21-12-2021,14.803799749377234,-12.093799749377233
177448,NexGen Systems,Display,Women 25-34,45 days,YouTube,0.21,5776.0,4.07,Houston,French,747,4807,10,Fashionistas,27-02-2021,19.70935250566325,-15.63935250566325
177538,TechCorp,Search,Women 25-34,30 days,Google Ads,0.19,6570.0,4.26,Houston,Spanish,937,4652,9,Fashionistas,28-05-2021,15.59468768119328,-11.33468768119328
177545,DataTech Solutions,Search,Women 25-34,15 days,Instagram,0.21,5358.0,7.2,Miami,English,542,9759,9,Tech Enthusiasts,4/6/2021,19.12226540974988,-11.92226540974988
177766,DataTech Solutions,Social Media,Women 25-34,60 days,Google Ads,0.17,5911.0,4.39,Chicago,English,450,8921,9,Health & Wellness,11/1/2021,17.333293531625756,-12.943293531625756
177803,Innovate Industries,Email,Women 25-34,60 days,Facebook,0.2,5622.0,2.15,New York,Spanish,896,3241,8,Tech Enthusiasts,17-02-2021,16.199390974416353,-14.049390974416353
177837,DataTech Solutions,Email,Women 25-34,30 days,Email,0.22,5709.0,4.29,New York,German,295,4185,10,Outdoor Adventurers,23-03-2021,19.940658621949716,-15.650658621949717
178062,Alpha Innovations,Display,Women 25-34,15 days,Instagram,0.16,6779.0,2.4,Miami,English,863,1524,9,Foodies,3/11/2021,15.113895569470401,-12.7138955694704
178083,Innovate Industries,Influencer,Women 25-34,45 days,Facebook,0.2,5433.0,5.17,Miami,German,541,4479,9,Foodies,24-11-2021,18.858291563673816,-13.688291563673816
178132,Alpha Innovations,Search,Women 25-34,60 days,Google Ads,0.19,6950.0,2.09,Miami,Spanish,774,8990,9,Tech Enthusiasts,12/1/2021,14.742028498624439,-12.65202849862444
178140,DataTech Solutions,Display,Women 25-34,60 days,Google Ads,0.19,5102.0,6.68,Miami,English,494,4090,10,Foodies,20-01-2021,22.31305763871245,-15.633057638712451
178183,Innovate Industries,Email,Women 25-34,30 days,Email,0.22,5156.0,6.66,New York,Mandarin,458,8024,10,Tech Enthusiasts,4/3/2021,22.07936774102229,-15.419367741022288
178189,NexGen Systems,Influencer,Women 25-34,45 days,YouTube,0.22,5940.0,3.73,Chicago,German,734,7411,9,Outdoor Adventurers,10/3/2021,17.248669707986508,-13.518669707986508
178230,NexGen Systems,Influencer,Women 25-34,30 days,Email,0.21,7072.0,2.25,New York,French,223,9651,10,Tech Enthusiasts,20-04-2021,16.09745758946704,-13.84745758946704
178293,Innovate Industries,Display,Women 25-34,45 days,Website,0.23,5185.0,2.22,Los Angeles,French,806,4508,7,Fashionistas,22-06-2021,15.369113606730503,-13.149113606730502
178878,TechCorp,Social Media,Women 25-34,45 days,Facebook,0.18,5358.0,2.99,New York,Mandarin,881,6004,10,Health & Wellness,28-01-2021,21.24696156638875,-18.256961566388753
179310,TechCorp,Influencer,Women 25-34,30 days,YouTube,0.22,5266.0,7.73,Houston,English,952,3802,10,Tech Enthusiasts,5/4/2021,21.61815800849049,-13.888158008490489
179340,NexGen Systems,Display,Women 25-34,60 days,YouTube,0.18,5917.0,3.09,Los Angeles,Spanish,608,2742,10,Foodies,5/5/2021,19.23968566380107,-16.14968566380107
179554,NexGen Systems,Email,Women 25-34,15 days,Facebook,0.22,6364.0,5.26,New York,English,749,5199,10,Health & Wellness,5/12/2021,17.888312393574942,-12.628312393574943
179582,Alpha Innovations,Social Media,Women 25-34,60 days,Instagram,0.21,5651.0,5.92,New York,Mandarin,374,5908,9,Health & Wellness,2/1/2021,18.13079066810119,-12.210790668101192
179604,DataTech Solutions,Email,Women 25-34,45 days,Google Ads,0.24,6637.0,2.9,Houston,English,415,6079,10,Tech Enthusiasts,24-01-2021,17.152511687917873,-14.252511687917872
179703,NexGen Systems,Email,Women 25-34,60 days,YouTube,0.19,5155.0,4.65,Miami,French,600,2377,10,Foodies,3/5/2021,22.08365083854722,-17.433650838547223
180003,NexGen Systems,Email,Women 25-34,30 days,Google Ads,0.22,5953.0,4.1,Los Angeles,Spanish,200,3286,10,Foodies,27-02-2021,19.123336145256328,-15.023336145256328
180007,Innovate Industries,Email,Women 25-34,60 days,Email,0.21,6174.0,6.42,Chicago,English,684,2872,10,Tech Enthusiasts,3/3/2021,18.438811155281975,-12.018811155281975
180681,Alpha Innovations,Influencer,Women 25-34,15 days,Email,0.15,5699.0,6.06,Miami,Mandarin,511,7690,10,Fashionistas,6/1/2021,19.97564837211983,-13.915648372119833
180780,NexGen Systems,Influencer,Women 25-34,60 days,Google Ads,0.22,6087.0,6.48,Chicago,French,715,6739,10,Health & Wellness,15-04-2021,18.70235256656989,-12.222352566569889
180941,DataTech Solutions,Display,Women 25-34,60 days,YouTube,0.18,6570.0,3.11,New York,English,929,6769,10,Fashionistas,23-09-2021,17.32743075688142,-14.21743075688142
181008,NexGen Systems,Email,Women 25-34,60 days,Instagram,0.16,6836.0,3.04,Los Angeles,English,448,9498,10,Fashionistas,29-11-2021,16.65319193573887,-13.613191935738872
181056,DataTech Solutions,Display,Women 25-34,45 days,Facebook,0.19,6866.0,4.42,Houston,German,502,9765,10,Health & Wellness,16-01-2021,16.58042820750232,-12.160428207502319
181097,DataTech Solutions,Email,Women 25-34,15 days,Facebook,0.22,6387.0,6.44,Chicago,Mandarin,756,5312,10,Fashionistas,26-02-2021,17.823895423940964,-11.383895423940963
181326,Alpha Innovations,Search,Women 25-34,45 days,Instagram,0.22,5089.0,7.26,Houston,German,245,1765,9,Tech Enthusiasts,13-10-2021,20.133051299948878,-12.873051299948878
181394,Innovate Industries,Influencer,Women 25-34,45 days,Google Ads,0.15,5263.0,4.72,Houston,German,306,3776,8,Tech Enthusiasts,20-12-2021,17.304384582589538,-12.58438458258954
181714,Innovate Industries,Search,Women 25-34,15 days,Facebook,0.22,5035.0,4.44,Chicago,English,920,2695,9,Outdoor Adventurers,5/11/2021,20.34897677565836,-15.90897677565836
181883,TechCorp,Email,Women 25-34,45 days,Website,0.15,5306.0,7.16,Miami,English,103,4161,10,Health & Wellness,23-04-2021,21.455186594932325,-14.295186594932325
182201,DataTech Solutions,Display,Women 25-34,30 days,Email,0.18,7768.0,3.17,Miami,French,257,8903,10,Fashionistas,7/3/2021,14.655151914612631,-11.485151914612631
182244,Innovate Industries,Email,Women 25-34,45 days,YouTube,0.22,5128.0,7.07,New York,Spanish,536,5663,10,Health & Wellness,19-04-2021,22.199925911215075,-15.129925911215075
182246,TechCorp,Search,Women 25-34,15 days,Facebook,0.25,6703.0,3.81,New York,Mandarin,238,5512,9,Foodies,21-04-2021,15.285260042583895,-11.475260042583894
